Regulated Donee,Donor,Donation Type,Date Accepted,Date Reported,Measure Names,Destination,Nature Of Donation,Position Standing For,Purpose Of Visit,Value
Tom Arthur,Ministry of Foreign Affairs,Visit,09/10/2016,08/11/2016,Value,Taiwan,,,From 9 October to 13 October 2016 I was part of a cross party group delegation to Taiwan.,"£6,000.00"
Tom Blenkinsop MP,Grand Central Trains,Non Cash,16/07/2010,01/08/2010,Value,,Travel,,,"£5,000.00"
Tom Blenkinsop MP,SSI Sahaviriya Steel Industries PLC Ltd,Visit,31/05/2010,01/06/2010,Value,"Hua Hin, Bangkok",,,Fact finding visit to SSI Thai Steel Plant.,"£7,000.00"
Tom Brake MP," Adam and Helen Heathfield",Cash,26/04/2017,05/07/2017,Value,,,,,"£5,000.00"
Tom Brake MP," Elaine Drage",Cash,11/08/2014,15/12/2014,Value,,,,,"£2,464.00"
Tom Brake MP," John and Elaine Drage",Cash,29/06/2017,05/07/2017,Value,,,,,"£3,445.00"
Tom Brake MP," John Drage",Cash,11/08/2014,15/12/2014,Value,,,,,"£2,464.00"
Tom Brake MP,Bindmans LLP,Non Cash,11/01/2018,08/01/2019,Value,,Consultancy services,,,"£6,091.00"
Tom Brake MP,Government of Gibraltar,Visit,13/02/2017,29/03/2017,Value,Gibraltar,,,Fact finding mission to assess impact of Brexit on Gibraltar,"£1,144.00"
Tom Brake MP,Harper Macleod LLP,Non Cash,11/01/2018,08/01/2019,Value,,Consultancy services,,,"£8,184.00"
Tom Brake MP,Mr Gerry Facenna,Non Cash,11/01/2018,08/01/2019,Value,,Consultancy services,,,"£7,230.00"
Tom Brake MP,Mrs Morag Ross,Non Cash,11/01/2018,08/01/2019,Value,,Consultancy services,,,"£8,084.00"
Tom Brake MP,Ms Anneli Howard,Non Cash,11/01/2018,08/01/2019,Value,,Consultancy services,,,"£1,821.00"
Tom Brake MP,UK-EU OPEN POLICY LIMITED,Non Cash,11/01/2018,08/01/2019,Value,,Consultancy services,,,"£3,774.00"
Tom Greatrex MP,Exane BNP Pairbas,Visit,14/05/2014,20/06/2014,Value,"New York and Boston, USA",,,"To meet with US-based energy investors and analysts to discuss the UK 
energy market, investment prospects and wider policy developments and considerations.","£4,607.44"
Tom Greatrex MP,Government of the United Arab Emirates,Visit,22/03/2013,,Value,"Abu Dhabi and Dubai, United Arab Emirates",,,"Visit of a cross party delegation, to meet Government Ministers, Members of the Federal National Council and senior business figures together with British diplomats in order to build on the bilateral relationship, visit Madar city and build promote trade a","£3,500.00"
Tom Greatrex MP,Results UK,Visit,18/08/2013,07/11/2013,Value,Malawi,,,To examine key global health issues.,"£1,752.00"
Tom Harris MP,BAA Plc,Non Cash,21/06/2001,01/07/2001,Value,,Travel,,,"£5,245.20"
Tom Hunt,Conservative Friends of Israel,Visit,07/07/2019,10/01/2020,Value,Israel and the West Bank,,,Fact finding political delegation for Conservative Parliamentary Candidates.,"£2,000.00"
Tom Hunt,Conservative Friends of Israel,Visit,07/07/2019,01/08/2019,Value,Israel and the West Bank,,Prospective Parliamentary Candidate,Fact finding political delegation to Israel and the West Bank for Conservative Parliamentary candidates,"£2,000.00"
Tom Hunt,Gulab Miah (in support of the SMR mental health project and Zi F,Visit,16/03/2023,06/04/2023,Value,Bangladesh,,,"To understand the political and economic situation in Bangladesh, meet members of parliament and government, visit Rohingya refugee camps in Cox's Bazaar.","£4,510.00"
Tom Hunt,HM Government of Gibraltar,Visit,07/09/2023,18/09/2023,Value,Gibraltar,,,Gibraltar National Day visit.,"£1,611.00"
Tom Hunt,The Embassy of the Kingdom of Morocco to the United Kingdom,Visit,31/05/2022,17/05/2022,Value,Morocco,,,"UK Abraham Accords Group Parliamentary Delegation, meetings with the Foreign Minister, Speaker of the House, the General Confederation of Moroccan Enterprises and visiting a new university, Mohammed VI Polytechnic University.","£2,450.00"
Tom Hunt,ZI Foundation,Visit,20/01/2022,09/02/2022,Value,Bangladesh,,,"To understand the political and economic situation in Bangladesh, meet members of parliament and government, visit Rohingya refugee camps in Cox's Bazaar, and see new schools and facilities in Nogridpur and Sylhet province.","£4,500.00"
Tom Levitt MP,Buxton Water,Non Cash,18/07/2009,01/08/2009,Value,,Hospitality,,,"£1,098.00"
Tom Levitt MP,Nestle UK Ltd,Visit,07/02/2008,01/03/2008,Value,South Africa,,,To study corporate social responsibility.,"£7,500.00"
Tom Pursglove MP,Best 4 U Mortgages,Non Cash,26/03/2019,17/04/2019,Value,,Sponsorship,,,"£1,600.00"
Tom Pursglove MP,Jamaica Tourist Board,Visit,24/09/2015,23/10/2015,Value,"St Elizabeth Parish, Jamaica",,,"To visit the ‘Breds Foundation’ Community Project, a Lords and Commons All Party Cricket sponsored project, in order to donate sports and grounds equipment. Visit also included talks with ministers, school visits and cricket games.","£1,824.00"
Tom Pursglove MP,Jamaica Tourist Board,Visit,01/08/2022,05/09/2022,Value,"Kingston and St Elizabeth Parish, Jamaica",,,"Lords and Commons Cricket delegation for the 60th Anniversary of Jamaican Independence, including UK High Commission event with ministers and parliamentarians and presenting a donation to the BREDS Cricket Academy.","£1,978.00"
Tom Randall,Carlton Club Political Committee,Cash,13/08/2020,25/08/2020,Value,,,,,"£2,500.00"
Tom Randall,Conservative Friends of Israel Ltd (CFI Ltd),Visit,24/07/2022,08/08/2022,Value,Israel and the West Bank,,,Fact finding political delegation,"£3,100.00"
Tom Tugendhat," Aamer Sarfraz",Cash,17/06/2019,26/06/2019,Value,,,,,"£12,000.00"
Tom Tugendhat," Christoph Vedral",Cash,14/02/2019,19/02/2019,Value,,,,,"£3,000.00"
Tom Tugendhat," David John Coldman",Cash,04/06/2019,26/06/2019,Value,,,,,"£20,000.00"
Tom Tugendhat," David John Coldman",Cash,15/06/2020,22/06/2020,Value,,,,,"£20,000.00"
Tom Tugendhat," David John Coldman",Cash,27/08/2021,17/09/2021,Value,,,,,"£30,000.00"
Tom Tugendhat," David John Coldman",Cash,28/11/2022,28/11/2022,Value,,,,,"£3,500.00"
Tom Tugendhat," David John Coldman",Non Cash,28/01/2020,14/02/2020,Value,,Staff costs,,,"£20,000.00"
Tom Tugendhat," Ian Mukherjee",Cash,18/07/2022,08/08/2022,Value,,,Leader of the Conservative and Unionist Party,,"£50,000.00"
Tom Tugendhat," Michael Tory",Non Cash,28/04/2023,12/05/2023,Value,,Administration services,,,"£5,000.00"
Tom Tugendhat,Australian High Commission in London,Visit,21/07/2016,09/08/2016,Value,Australia,,,"meetings with State and Federal Government officials and Ministers, policy advisers, think tank representatives, and private individuals","£9,310.00"
Tom Tugendhat,Beacon Rock Ltd,Cash,18/07/2022,08/08/2022,Value,,,Leader of the Conservative and Unionist Party,,"£25,000.00"
Tom Tugendhat,Bilderberg Association,Visit,30/05/2019,26/06/2019,Value,"Montreux, Switzerland",,,Attendance at the Bilderberg Meeting 2019,"£1,560.00"
Tom Tugendhat,Dr Mustafa Mohammed,Non Cash,18/01/2023,06/02/2023,Value,,Hospitality,,,"£2,809.69"
Tom Tugendhat,Global Outlook,Visit,16/08/2021,22/09/2021,Value,Arendal,,,To give the keynote speech at Global Outlook during the Norwegian annual political festival Arendalsuka 2021,"£1,604.16"
Tom Tugendhat,InvestUK (Group) Ltd,Cash,18/07/2022,08/08/2022,Value,,,Leader of the Conservative and Unionist Party,,"£5,000.00"
Tom Tugendhat,InvestUK (Group) Ltd,Non Cash,14/04/2022,20/04/2022,Value,,Staff costs,,,"£10,000.00"
Tom Tugendhat,Latis Group Ltd,Non Cash,11/07/2022,08/08/2022,Value,,Premises,Conservative and Unionist Party GB Leadership Contest,,"£3,250.00"
Tom Tugendhat,Lord Michael Spencer,Non Cash,01/04/2022,20/04/2022,Value,,Staff costs,,,"£25,000.00"
Tom Tugendhat,Mr David John Coldman,Cash,13/11/2017,24/11/2017,Value,,,,,"£10,000.00"
Tom Tugendhat,Mr David John Coldman,Cash,20/03/2018,20/03/2018,Value,,,,,"£17,500.00"
Tom Tugendhat,Mr David John Coldman,Cash,02/11/2018,03/12/2018,Value,,,,,"£17,500.00"
Tom Tugendhat,Mr Jeremy Isaacs,Cash,28/03/2018,20/03/2018,Value,,,,,"£12,500.00"
Tom Tugendhat,Mr Jeremy Isaacs,Cash,10/12/2018,17/12/2018,Value,,,,,"£12,500.00"
Tom Tugendhat,Mr Jeremy Isaacs,Cash,17/09/2019,02/10/2019,Value,,,,,"£12,500.00"
Tom Tugendhat,Policy Focus Ltd,Cash,18/07/2022,08/08/2022,Value,,,*,,"£25,000.00"
Tom Tugendhat,Policy Focus Ltd,Cash,26/07/2022,08/08/2022,Value,,,Leader of the Conservative and Unionist Party,,"£5,301.50"
Tom Tugendhat,Policy Focus Ltd,Non Cash,11/07/2022,08/08/2022,Value,,*,Conservative and Unionist Party GB Leadership Contest,,"£11,872.94"
Tom Watson MP," Anthony Gajadharsingh",Cash,22/06/2015,06/07/2015,Value,,,,,"£3,000.00"
Tom Watson MP," Anthony Gajadharsingh",Cash,18/08/2015,28/09/2015,Value,,,,,"£3,000.00"
Tom Watson MP," Derek Webb",Cash,19/06/2015,06/07/2015,Value,,,,,"£25,000.00"
Tom Watson MP," Derek Webb",Cash,01/12/2018,04/12/2018,Value,,,,,"£36,000.00"
Tom Watson MP," Derek Webb",Non Cash,01/06/2019,04/06/2019,Value,,Staff costs,,,"£36,000.00"
Tom Watson MP," Nigel Gardiner",Cash,15/06/2015,06/07/2015,Value,,,,,"£4,000.00"
Tom Watson MP," Paramjit P Bassi CBE",Cash,23/06/2015,06/07/2015,Value,,,,,"£15,000.00"
Tom Watson MP," Paramjit P Bassi CBE",Non Cash,29/08/2015,28/09/2015,Value,,Administration services,,,"£10,000.00"
Tom Watson MP,89UP Ltd,Cash,04/07/2019,15/07/2019,Value,,,,,"£3,750.00"
Tom Watson MP,Arden Park Properties Ltd,Cash,03/09/2015,28/09/2015,Value,,,,,"£5,000.00"
Tom Watson MP,ASLEF,Non Cash,31/07/2015,31/07/2015,Value,,Administration services,,,"£2,499.75"
Tom Watson MP,Avvaaz Foundation,Visit,22/08/2013,30/10/2013,Value,Australia,,,To promote and discuss healthy media.,"£8,076.00"
Tom Watson MP,Betterworld Ltd,Cash,14/01/2016,14/01/2016,Value,,,,,"£15,000.00"
Tom Watson MP,Betterworld Ltd,Cash,19/03/2018,19/03/2018,Value,,,,,"£10,000.00"
Tom Watson MP,Bond Wolfe Estates Ltd,Non Cash,08/06/2015,06/07/2015,Value,,Premises,,,"£13,398.42"
Tom Watson MP,DCD Properties,Cash,04/08/2015,28/09/2015,Value,,,,,"£5,000.00"
Tom Watson MP,DCD Properties,Cash,27/01/2016,27/01/2016,Value,,,,,"£5,000.00"
Tom Watson MP,Haji Baba Ltd,Cash,28/08/2015,28/09/2015,Value,,,,,"£2,000.00"
Tom Watson MP,Labour Friends of Israel,Visit,14/11/2016,02/12/2016,Value,Israel and the Palestinian Territories,,,"Fact finding visit. Meeting with Israeli and Palestinian co-existence campaigners, politicians, academics, journalists and diplomats.","£4,500.00"
Tom Watson MP,Ministry of Foreign Affairs - Qatar,Visit,13/02/2018,19/03/2018,Value,Qatar,,,"British-Qatar APPG visit to meet Ministers and officials, discuss GCC crisis, workers’ rights and other issues around 2022 World Cup in my capacity as Deputy Leader of the Labour Party and Shadow Secretary of State for DCMS, as well as discussions on bilat","£8,800.00"
Tom Watson MP,Mr Ian Corfield,Cash,23/07/2015,31/07/2015,Value,,,,,"£10,000.00"
Tom Watson MP,Mr Ian Corfield,Cash,28/04/2017,28/04/2017,Value,,,,,"£3,000.00"
Tom Watson MP,Mr Max Mosely,Cash,29/08/2015,28/09/2015,Value,,,,,"£12,500.00"
Tom Watson MP,Mr Max Mosely,Non Cash,29/08/2015,28/09/2015,Value,,Administration services,,,"£27,554.06"
Tom Watson MP,Mr Michael Parker,Cash,01/09/2015,28/09/2015,Value,,,,,"£2,500.00"
Tom Watson MP,Mr Trevor Chinn,Cash,13/07/2017,18/07/2017,Value,,,,,"£5,000.00"
Tom Watson MP,Mr Trevor Chinn,Cash,01/07/2019,15/07/2019,Value,,,,,"£5,000.00"
Tom Watson MP,Mr Trevor Chinn,Cash,30/09/2019,14/10/2019,Value,,,,,"£5,000.00"
Tom Watson MP,Ms Joanne Rowling,Cash,29/05/2015,29/05/2015,Value,,,,,"£4,000.00"
Tom Watson MP,No 1 Skip Hire,Cash,14/05/2018,14/05/2018,Value,,,,,"£3,000.00"
Tom Watson MP,Organise Consulting,Non Cash,29/05/2015,29/05/2015,Value,,Staff costs,,,"£4,000.00"
Tom Watson MP,Organise Consulting,Non Cash,21/08/2015,28/09/2015,Value,,Consultancy services,,,"£21,170.00"
Tom Watson MP,Pulsecheck Ltd,Cash,11/05/2015,31/07/2015,Value,,,,,"£1,000.00"
Tom Watson MP,Pulsecheck Ltd,Non Cash,11/05/2015,31/07/2015,Value,,Advertising,,,"£1,800.00"
Tom Watson MP,Pulsecheck Ltd,Non Cash,29/05/2015,29/05/2015,Value,,Advertising,,,"£1,800.00"
Tom Watson MP,Pulsecheck Ltd,Non Cash,06/06/2015,31/07/2015,Value,,Advertising,,,"£1,000.00"
Tom Watson MP,Pulsecheck Ltd,Non Cash,30/06/2015,31/07/2015,Value,,Advertising,,,"£2,600.00"
Tom Watson MP,Pulsecheck Ltd,Non Cash,21/08/2015,28/09/2015,Value,,Advertising,,,"£1,625.00"
Tom Watson MP,Sir David Garrard,Cash,28/04/2017,28/04/2017,Value,,,,,"£15,000.00"
Tom Watson MP,Sir David Garrard,Cash,06/09/2018,24/09/2018,Value,,,,,"£15,000.00"
Tom Watson MP,Sir David Garrard,Cash,12/04/2019,15/04/2019,Value,,,,,"£10,000.00"
Tom Watson MP,Sir Trevor Chinn,Cash,09/12/2015,09/12/2015,Value,,,,,"£5,000.00"
Tom Watson MP,Sir Trevor Chinn,Cash,28/06/2016,09/08/2016,Value,,,,,"£5,000.00"
Tom Watson MP,Sir Trevor Chinn,Cash,27/02/2017,09/03/2017,Value,,,,,"£10,000.00"
Tom Watson MP,Sir Trevor Chinn,Cash,09/03/2017,09/03/2017,Value,,,,,"£5,000.00"
Tom Watson MP,Sir Trevor Chinn,Cash,28/04/2017,28/04/2017,Value,,,,,"£5,000.00"
Tom Watson MP,Sir Trevor Chinn,Cash,26/01/2018,26/01/2018,Value,,,,,"£5,000.00"
Tom Watson MP,Sir Trevor Chinn,Cash,27/06/2018,28/06/2018,Value,,,,,"£5,000.00"
Tom Watson MP,Sir Trevor Chinn,Cash,15/11/2018,26/11/2018,Value,,,,,"£5,000.00"
Tom Watson MP,Starcross Building Ltd,Cash,19/09/2015,16/10/2015,Value,,,,,"£15,000.00"
Tom Watson MP,Trust Reservations,Non Cash,15/06/2015,06/07/2015,Value,,Premises,,,"£6,000.00"
Tom Watson MP,Trust Reservations,Non Cash,22/07/2015,31/07/2015,Value,,Premises,,,"£2,960.40"
Tom Watson MP,Unite the Union,Non Cash,15/06/2015,06/07/2015,Value,,Premises,,,"£10,500.00"
Tom Watson MP,Unite the Union,Non Cash,10/07/2015,31/07/2015,Value,,Premises,,,"£2,000.00"
Tom Watson MP,Unite the Union,Non Cash,26/08/2015,28/09/2015,Value,,Premises,,,"£3,500.00"
Tom Watson MP,Unite the Union,Non Cash,27/08/2015,28/09/2015,Value,,Administration services,,,"£70,000.00"
Tom Watson MP,Unite the Union,Non Cash,01/09/2015,28/09/2015,Value,,Premises,,,"£3,000.00"
Tom Watson MP,Unite the Union,Visit,20/10/2011,14/11/2011,Value,"Los Angeles, USA",,,To visit the News Corporation Annual General Meeting in the United States in order to raise the issue of company reform as a result of the UK police investigation into phone hacking,"£6,300.00"
Tom Watson MP,USDAW,Cash,26/11/2018,26/11/2018,Value,,,,,"£2,500.00"
Tommy Sheppard,European Parliamentary Forum on Sexual and Reproductive Health,Visit,12/09/2019,10/10/2019,Value,Bangladesh,,,"APPG on Population, Development and Reproductive Health study tour to gain insight into sexual and reproductive health and rights service provisions in Bangladesh","£2,683.00"
Tommy Sheppard,UNFPA (United Nations Population Fund),Visit,13/11/2022,06/12/2022,Value,"Pattaya, Thailand",,,"To attend the International Conference on Family Planning as part of the UK APPG on Population, Development and Reproductive Health delegation.","£2,963.04"
Tomos Davies,Conservative Friends of Israel,Visit,20/08/2017,18/10/2017,Value,Israel and the West Bank,,,Fact finding political delegation to Israel and the West Bank for Conservative Welsh Assembly Members.,"£2,000.00"
Tony Cunningham MP,Labour Friends of Israel,Visit,17/10/2004,01/11/2004,Value,Israel,,,Party of Parliamentary delegates,"£1,366.00"
Tony Cunningham MP,RESULTS UK,Visit,16/02/2013,06/09/2013,Value,Ethiopia,,,RESULTS UK delegation to study the impact of tuberculosis and child health.,"£1,583.00"
Tony Lloyd MP,British American Security Information Council,Visit,11/09/2009,01/10/2009,Value,Washington DC,,,Met with US officials on non-proliferation issues.,"£3,795.50"
Tony Lloyd MP,Council for European Palestinian Relations,Visit,22/07/2011,14/09/2011,Value,Gaza and Egypt,,,Study tour concerning situation of Palestinians in Gaza,"£1,680.00"
Tony Lloyd MP,John Smith Trust,Visit,05/11/2007,01/12/2007,Value,"Moscow, Ekaterinburg Russia",,,Meeting to promote fellowships of John Smith Trust,"£1,955.11"
Tony Lloyd MP,Justice for Colombia,Visit,25/08/2007,01/09/2007,Value,Colombia,,,Fact-finding human rights issues and meetings,"£1,450.00"
Tony Lloyd MP,Justice for Colombia,Visit,24/07/2010,01/08/2010,Value,Colombia,,,"Meetings with govt officials, trade unionists, etc","£1,800.00"
Tony Lloyd MP,Justice for Colombia,Visit,18/08/2018,14/09/2018,Value,Colombia,,,Monitoring of the implementation of the Colombian Peace Agreement.,"£3,100.00"
Tony Lloyd MP,Manchester Airport Plc,Non Cash,01/12/2001,01/01/2002,Value,,Travel,,,"£5,100.00"
Tony Lloyd MP,Mr Kamel Zarka,Visit,04/01/2012,08/02/2012,Value,Lebanon,,,"Visit to Lebanon and borders of Syria, as part of delegation of MPs organised by the Council for Arab-British Understanding, to gain greater understanding of the political and humanitarian situation in the region.","£2,000.00"
Tony Lloyd MP,Welfare Assocation UK,Visit,18/02/2009,01/03/2009,Value,Gaza and West Bank,,,Fact-finding visit.,"£1,170.30"
Tony Worthington MP,BAA Plc,Non Cash,30/06/2001,01/07/2001,Value,,Travel,,,"£5,245.20"
Tory Reform Group,The Mainstream Trust,Permissible Donor Exempt Trust,26/03/2001,01/04/2001,Value,,,,,"£4,000.00"
Tory Reform Group,The Mainstream Trust,Permissible Donor Exempt Trust,25/04/2001,01/05/2001,Value,,,,,"£4,000.00"
Tory Reform Group,The Mainstream Trust,Permissible Donor Exempt Trust,24/05/2001,01/06/2001,Value,,,,,"£4,000.00"
Tory Reform Group,The Mainstream Trust,Permissible Donor Exempt Trust,26/06/2001,01/07/2001,Value,,,,,"£4,000.00"
Tory Reform Group,The Mainstream Trust,Permissible Donor Exempt Trust,25/07/2001,01/08/2001,Value,,,,,"£4,000.00"
Tory Reform Group,The Mainstream Trust,Permissible Donor Exempt Trust,24/08/2001,01/09/2001,Value,,,,,"£4,000.00"
Tory Reform Group,The Mainstream Trust,Permissible Donor Exempt Trust,26/09/2001,01/10/2001,Value,,,,,"£4,000.00"
Tory Reform Group,The Mainstream Trust,Permissible Donor Exempt Trust,24/10/2001,01/11/2001,Value,,,,,"£4,000.00"
Tory Reform Group,The Mainstream Trust,Permissible Donor Exempt Trust,26/11/2001,01/12/2001,Value,,,,,"£4,000.00"
Tory Reform Group,The Mainstream Trust,Permissible Donor Exempt Trust,26/12/2001,01/01/2002,Value,,,,,"£4,000.00"
Tory Reform Group,The Mainstream Trust,Permissible Donor Exempt Trust,26/01/2002,01/02/2002,Value,,,,,"£4,000.00"
Tory Reform Group,The Mainstream Trust,Permissible Donor Exempt Trust,07/06/2002,01/07/2002,Value,,,,,"£20,000.00"
Tory Reform Group,The Mainstream Trust,Permissible Donor Exempt Trust,26/07/2002,01/08/2002,Value,,,,,"£2,000.00"
Tory Reform Group,The Mainstream Trust,Permissible Donor Exempt Trust,16/08/2002,01/09/2002,Value,,,,,"£2,000.00"
Tory Reform Group,The Mainstream Trust,Permissible Donor Exempt Trust,01/10/2002,01/11/2002,Value,,,,,"£2,000.00"
Tory Reform Group,The Mainstream Trust,Permissible Donor Exempt Trust,01/11/2002,01/12/2002,Value,,,,,"£2,000.00"
Tory Reform Group,The Mainstream Trust,Permissible Donor Exempt Trust,01/12/2002,01/01/2003,Value,,,,,"£2,000.00"
Tory Reform Group,The Mainstream Trust,Permissible Donor Exempt Trust,24/01/2003,01/02/2003,Value,,,,,"£2,000.00"
Tory Reform Group,The Mainstream Trust,Permissible Donor Exempt Trust,06/02/2003,01/03/2003,Value,,,,,"£2,000.00"
Tory Reform Group,The Mainstream Trust,Permissible Donor Exempt Trust,16/03/2003,01/04/2003,Value,,,,,"£2,000.00"
Tory Reform Group,The Mainstream Trust,Permissible Donor Exempt Trust,28/03/2003,01/04/2003,Value,,Premises,,,"£4,833.00"
Tory Reform Group,The Mainstream Trust,Permissible Donor Exempt Trust,14/04/2003,01/05/2003,Value,,,,,"£2,000.00"
Tory Reform Group,The Mainstream Trust,Permissible Donor Exempt Trust,16/05/2003,01/06/2003,Value,,,,,"£2,000.00"
Tory Reform Group,The Mainstream Trust,Permissible Donor Exempt Trust,12/06/2003,01/07/2003,Value,,,,,"£2,000.00"
Tory Reform Group,The Mainstream Trust,Permissible Donor Exempt Trust,20/07/2003,01/08/2003,Value,,,,,"£2,000.00"
Tory Reform Group,The Mainstream Trust,Permissible Donor Exempt Trust,20/08/2003,01/09/2003,Value,,,,,"£2,000.00"
Tory Reform Group,The Mainstream Trust,Permissible Donor Exempt Trust,19/09/2003,01/10/2003,Value,,,,,"£2,000.00"
Tory Reform Group,The Mainstream Trust,Permissible Donor Exempt Trust,20/10/2003,01/11/2003,Value,,,,,"£2,000.00"
Tory Reform Group,The Mainstream Trust,Permissible Donor Exempt Trust,17/11/2003,01/12/2003,Value,,,,,"£2,000.00"
Tory Reform Group,The Mainstream Trust,Permissible Donor Exempt Trust,19/12/2003,01/01/2004,Value,,,,,"£2,000.00"
Tory Reform Group,The Mainstream Trust,Permissible Donor Exempt Trust,13/01/2004,01/02/2004,Value,,,,,"£2,000.00"
Tory Reform Group,The Mainstream Trust,Permissible Donor Exempt Trust,16/02/2004,01/03/2004,Value,,,,,"£2,000.00"
